Age,EdLevel,MainBranch,DevType,Country,Industry,Employment,OrgSize,WorkExp,Worktype,YearsCode,YearsCodePro,Salary,Avgcodepro_time
1,1,1,5,20,4,1,3,1,2,12,10,64254.0,2
2,2,1,5,2,4,1,3,2,0,18,11,69608.0,7
2,1,1,5,21,4,1,2,2,0,16,13,44019.0,3
0,2,1,5,8,4,1,2,0,0,7,2,37481.0,5
4,2,1,10,25,4,1,2,6,2,45,39,184000.0,6
1,2,1,9,0,4,1,2,2,1,18,12,125597.0,6
1,0,1,5,13,2,0,5,2,0,11,6,143500.0,5
1,2,1,0,9,6,1,7,3,0,18,12,133862.0,6
1,3,1,2,9,3,1,7,0,0,8,3,107090.0,5
1,2,1,9,8,4,1,7,1,0,13,8,48190.0,5
1,1,1,5,11,4,1,2,1,0,11,8,144331.0,3
0,1,1,9,13,4,1,5,0,0,6,3,38552.0,3
1,0,1,9,16,4,1,3,1,2,4,3,43067.0,1
2,2,1,9,7,4,1,5,2,0,18,13,69608.0,5
1,1,1,9,8,4,1,5,1,0,6,5,48190.0,1
1,0,1,9,19,4,1,1,1,0,15,12,51978.0,3
1,1,1,8,10,4,1,3,0,0,8,4,23022.0,4
1,2,1,7,9,4,1,3,0,0,6,3,62112.0,3
2,1,1,5,23,4,1,3,2,2,27,15,91026.0,12
0,1,1,9,22,4,1,2,1,1,4,1,90377.0,3
1,2,1,10,18,2,1,5,1,0,15,10,56101.0,5
1,1,1,9,10,4,1,7,1,2,7,5,21083.0,2
1,2,1,9,8,4,2,0,1,0,9,3,42836.0,6
1,2,1,9,8,4,1,2,1,0,7,2,44978.0,5
1,2,1,5,24,2,1,3,1,0,10,7,79448.0,3
1,0,1,8,2,4,1,3,0,0,5,3,42836.0,2
2,2,1,0,24,2,1,3,2,2,15,12,148966.0,3
0,1,1,8,18,4,1,2,0,0,10,3,16615.0,7
3,0,1,8,9,4,1,1,6,0,38,36,79246.0,2
1,2,1,6,8,4,1,3,0,0,14,5,46584.0,9
1,1,1,8,12,4,1,3,2,2,16,11,28914.0,5
2,1,1,9,24,4,1,4,2,2,20,14,105517.0,6
0,2,1,5,8,4,1,3,0,0,10,1,36410.0,9
1,1,1,10,10,4,1,4,0,0,0,5,12117.0,-5
1,2,1,5,5,6,0,3,1,2,15,7,68240.0,8
3,0,1,9,15,4,1,2,4,2,20,10,95144.0,10
2,3,1,5,8,4,1,2,3,2,25,20,100664.0,5
1,0,1,3,12,4,1,7,1,2,9,7,42836.0,2
1,0,1,5,24,4,1,5,2,0,15,10,161380.0,5
0,1,1,5,18,4,1,5,0,2,6,2,25893.0,4
2,1,1,5,9,4,1,7,4,2,24,21,117798.0,3
0,1,0,7,9,4,2,3,0,0,12,3,17134.0,9
1,1,1,9,14,4,1,2,1,0,4,1,42492.0,3
1,0,1,5,6,4,1,5,1,0,12,10,82820.0,2
1,2,1,9,5,2,1,3,1,0,16,8,56867.0,8
2,0,1,9,9,4,1,0,2,2,20,15,58899.0,5
2,0,1,5,21,4,1,1,1,0,24,16,59892.0,8
2,2,1,10,9,4,1,2,2,0,25,12,83101.0,13
1,1,1,6,0,3,1,0,0,0,10,4,52883.0,6
1,2,1,1,12,4,1,4,1,2,12,9,91026.0,3
1,1,1,7,24,7,1,2,1,1,13,9,80690.0,4
2,1,1,5,20,3,1,4,3,2,32,23,160634.0,9
2,1,1,5,21,4,1,5,3,0,17,17,73713.0,0
2,2,1,0,11,6,1,7,2,0,15,11,144331.0,4
2,2,1,5,21,2,1,7,2,1,15,11,73713.0,4
1,2,1,5,12,4,1,3,1,2,10,5,51403.0,5
3,1,1,6,12,4,1,2,1,0,15,8,32127.0,7
2,3,1,9,16,4,0,3,1,2,20,11,101735.0,9
2,2,1,5,19,4,1,2,4,2,31,23,46049.0,8
1,1,1,9,0,4,1,5,1,2,10,5,99156.0,5
1,2,1,9,16,4,0,2,1,2,15,12,80392.0,3
2,3,1,6,8,4,1,2,1,1,15,10,47119.0,5
1,0,1,7,11,4,1,2,1,0,10,8,112257.0,2
2,0,1,5,20,4,1,3,1,2,15,14,59970.0,1
2,1,1,9,14,4,0,0,3,2,28,17,97123.0,11
1,1,1,9,7,4,1,4,1,1,5,3,44978.0,2
1,2,1,2,13,4,1,3,1,0,7,5,69608.0,2
1,2,1,0,20,4,1,2,0,1,13,2,32127.0,11
1,1,1,8,18,4,1,7,2,2,14,10,69608.0,4
2,2,1,9,7,4,1,2,2,0,16,12,91026.0,4
2,2,1,7,15,4,1,3,1,1,15,10,66147.0,5
0,0,1,9,9,4,1,7,1,2,10,3,48190.0,7
2,1,1,9,18,4,0,0,3,2,31,20,53944.0,11
1,1,1,3,8,4,1,2,1,0,6,4,36410.0,2
1,2,1,5,9,4,1,7,1,0,7,1,65325.0,6
2,1,1,7,14,4,1,6,1,1,15,10,84983.0,5
1,1,1,7,20,4,1,5,1,2,15,10,53545.0,5
2,2,1,6,9,7,1,3,2,0,20,14,72821.0,6
2,2,1,7,7,4,1,5,1,2,18,10,58899.0,8
2,1,1,5,9,4,2,5,3,2,18,10,84601.0,8
2,2,1,9,20,4,1,5,1,2,20,10,50332.0,10
1,1,1,9,20,4,1,5,1,0,15,8,101735.0,7
2,1,1,5,9,4,1,3,1,2,32,15,60000.0,17
3,2,1,5,18,2,0,0,5,2,31,26,129465.0,5
2,2,1,9,8,4,1,0,1,2,20,15,38552.0,5
1,2,1,5,21,4,1,2,2,2,17,11,82927.0,6
2,0,1,8,9,4,1,4,1,2,24,22,62112.0,2
1,0,1,9,9,4,0,0,1,2,12,9,128507.0,3
1,2,1,5,8,4,1,7,0,0,10,5,45513.0,5
2,1,1,9,24,4,1,3,2,1,35,12,68276.0,23
1,2,1,5,9,4,1,1,1,2,20,5,83530.0,15
2,1,1,9,9,3,2,2,2,2,22,15,80317.0,7
0,2,1,9,8,4,1,1,0,0,9,5,48190.0,4
1,2,1,9,16,2,0,7,0,2,13,5,91877.0,8
2,1,1,7,1,4,1,6,1,1,24,12,96381.0,12
2,2,1,7,11,4,1,3,4,0,23,21,177741.0,2
2,2,1,9,8,4,1,1,2,0,2,8,44978.0,-6
1,2,1,6,9,4,1,5,0,0,15,3,91026.0,12
3,1,1,5,15,4,1,3,2,0,15,12,86535.0,3
2,2,1,6,8,4,1,5,1,2,18,13,91026.0,5
1,1,1,6,13,4,1,5,1,0,10,7,133862.0,3
1,1,1,9,7,4,1,7,1,2,12,11,85672.0,1
0,1,1,9,9,4,1,2,1,2,10,7,74963.0,3
2,0,1,6,9,4,1,5,1,2,25,8,85672.0,17
1,3,1,2,9,5,1,5,0,0,15,7,160634.0,8
1,0,1,5,9,4,1,1,1,2,9,4,53545.0,5
0,0,1,9,12,4,1,7,0,0,4,3,26237.0,1
1,1,1,9,24,4,1,7,1,0,10,7,67035.0,3
2,0,1,8,20,4,1,2,1,2,17,15,53545.0,2
1,3,1,2,8,4,1,3,1,0,9,4,53545.0,5
1,2,1,9,9,4,1,3,0,0,12,5,71750.0,7
1,2,1,9,8,4,1,1,1,2,23,10,68537.0,13
1,1,1,5,21,4,1,5,1,0,19,13,82927.0,6
1,2,1,6,12,4,1,3,1,2,15,10,98522.0,5
1,3,1,8,16,6,1,2,2,0,1,0,19276.0,1
1,2,1,8,16,4,1,2,1,2,13,10,55030.0,3
1,1,1,10,12,4,1,2,1,2,10,5,42836.0,5
2,0,1,9,13,4,1,2,1,0,25,21,80317.0,4
1,1,1,8,8,4,1,3,1,0,11,8,53545.0,3
2,2,1,2,2,4,0,2,1,0,12,10,77104.0,2
0,1,1,0,10,4,1,7,1,0,5,2,60584.0,3
1,2,1,9,20,4,1,0,1,0,10,6,32127.0,4
1,0,1,8,24,4,1,3,1,2,3,2,57104.0,1
2,2,1,8,16,5,0,0,1,0,15,10,47374.0,5
1,2,1,5,1,4,1,1,1,0,10,4,69608.0,6
1,2,1,5,9,3,1,3,1,2,7,6,91026.0,1
1,0,1,5,13,4,1,4,1,2,13,10,154209.0,3
2,2,1,9,20,2,1,5,3,0,19,18,53545.0,1
0,2,1,2,13,3,1,1,0,0,8,3,67466.0,5
1,1,1,9,15,4,1,4,1,0,8,5,63973.0,3
1,1,1,9,20,2,1,5,1,0,10,8,53545.0,2
0,1,1,5,9,4,2,5,1,2,8,5,57828.0,3
2,1,1,8,20,4,1,2,1,2,11,8,91026.0,3
1,1,1,9,9,4,1,3,0,0,8,2,43907.0,6
0,2,1,9,8,4,1,5,1,0,7,3,38552.0,4
2,2,1,8,8,4,1,6,1,2,16,12,88349.0,4
1,1,1,7,22,4,0,7,2,0,15,11,198389.0,4
0,0,0,3,9,4,1,3,1,2,6,4,89141.0,2
0,1,1,7,11,4,1,1,1,0,7,1,68958.0,6
1,0,1,8,13,4,1,2,2,0,17,13,85672.0,4
4,0,1,9,12,4,1,0,6,0,35,35,74963.0,0
2,2,1,4,9,4,1,3,1,0,15,5,102806.0,10
1,2,1,2,9,4,1,7,1,0,17,10,74940.0,7
2,2,1,9,7,6,1,2,2,0,20,12,64254.0,8
1,1,1,5,16,4,0,2,1,2,20,10,77104.0,10
2,1,1,9,22,4,1,3,3,1,20,17,110216.0,3
1,0,1,9,20,4,1,0,1,0,9,5,19276.0,4
1,1,1,0,16,4,1,7,1,0,15,9,131594.0,6
3,1,1,5,0,7,1,5,4,0,37,25,152039.0,12
2,2,1,9,8,4,1,6,1,0,20,15,128507.0,5
0,2,1,8,8,7,1,2,0,2,5,1,42836.0,4
1,2,1,3,20,4,1,4,1,2,13,9,85672.0,4
1,1,1,5,9,7,1,3,2,0,12,11,65325.0,1
1,2,1,10,6,4,1,3,1,1,12,6,100649.0,6
1,2,1,10,8,4,1,3,1,0,15,10,91048.0,5
1,0,1,7,20,7,1,0,1,0,15,6,47119.0,9
1,2,1,9,9,4,1,3,1,0,10,4,64254.0,6
1,2,1,5,1,4,1,4,2,0,18,12,92097.0,6
0,1,1,9,15,2,1,2,0,1,8,3,43041.0,5
1,2,1,9,9,4,2,2,1,1,14,7,64254.0,7
1,1,1,9,13,4,1,2,2,0,18,13,64254.0,5
3,3,1,9,18,4,1,0,5,1,30,20,64732.0,10
3,0,1,9,7,2,1,2,4,0,27,23,69608.0,4
2,1,1,9,11,4,1,4,1,0,13,10,10157.0,3
1,2,1,8,9,4,1,2,1,2,10,5,171343.0,5
1,1,1,5,13,4,1,2,1,0,14,10,87813.0,4
1,2,1,9,8,4,1,3,1,0,15,10,130649.0,5
1,1,1,9,20,4,1,4,1,2,15,10,96381.0,5
1,1,1,5,8,5,0,0,1,2,16,10,144571.0,6
1,1,1,5,9,4,1,3,1,2,7,5,81388.0,2
1,0,1,5,13,7,1,7,1,0,8,8,78175.0,0
1,2,1,9,9,7,1,2,1,0,20,7,58899.0,13
1,2,1,5,16,4,0,2,1,0,9,7,47852.0,2
2,2,1,5,16,2,1,2,3,0,26,18,52877.0,8
2,1,1,5,16,4,1,3,2,2,16,15,60409.0,1
3,1,1,9,24,2,1,7,4,0,30,25,86897.0,5
1,2,1,9,8,4,1,2,1,2,15,10,55687.0,5
2,1,1,8,6,4,1,1,1,1,15,9,86271.0,6
2,1,1,9,9,4,1,6,2,0,14,14,96381.0,0
2,2,1,9,20,4,2,5,1,2,7,7,78925.0,0
1,0,1,8,20,7,1,5,2,2,15,11,85672.0,4
2,3,1,5,13,4,1,5,1,2,6,6,117798.0,0
1,1,1,10,13,4,1,1,1,1,10,10,56757.0,0
1,1,1,9,15,4,1,3,1,1,13,10,77021.0,3
2,2,1,9,12,3,1,2,3,0,10,16,32127.0,-6
2,2,1,2,2,5,1,3,3,0,10,8,107090.0,2
2,1,1,7,20,4,1,5,1,2,15,9,48190.0,6
1,2,1,5,12,4,1,4,1,2,15,10,49261.0,5
2,2,1,5,8,0,1,2,1,2,15,10,51403.0,5
1,2,1,5,8,4,1,2,1,0,15,10,85672.0,5
2,0,1,9,6,4,1,0,3,0,17,15,86271.0,2
3,2,1,5,1,3,1,3,5,0,38,27,107090.0,11
3,2,1,9,9,3,1,0,4,2,35,22,53048.0,13
1,2,1,9,8,3,1,3,1,0,12,7,64254.0,5
2,2,1,5,22,4,1,4,0,0,5,3,85969.0,2
2,2,1,8,12,4,1,1,1,0,15,10,39623.0,5
1,1,1,8,13,4,1,3,1,0,10,5,58899.0,5
2,0,1,4,13,4,1,5,1,2,27,15,187407.0,12
2,0,1,9,21,4,1,2,1,2,23,15,46071.0,8
2,0,1,5,20,2,1,0,2,2,12,10,107090.0,2
2,0,1,5,12,4,1,3,1,2,25,12,29985.0,13
1,1,1,4,1,7,1,2,0,0,10,5,80317.0,5
1,2,1,5,20,4,1,4,0,2,10,4,64254.0,6
2,2,1,9,22,4,1,0,2,0,14,7,143281.0,7
3,0,1,5,5,4,1,6,1,0,25,25,90987.0,0
1,2,0,3,15,4,1,2,0,0,6,3,58898.0,3
1,0,1,5,13,6,1,4,1,0,13,10,107090.0,3
2,2,1,4,16,4,1,2,3,0,20,18,59815.0,2
1,0,1,8,9,4,1,2,1,0,10,8,58899.0,2
2,1,1,5,20,4,1,5,1,2,15,15,55687.0,0
2,2,1,7,8,4,1,0,1,1,17,14,58899.0,3
1,2,1,9,18,2,0,3,2,2,19,11,128507.0,8
3,0,1,9,22,4,1,2,1,0,15,30,143281.0,-15
0,1,1,9,13,2,1,7,0,2,9,4,53545.0,5
1,2,1,8,8,4,1,1,1,0,9,4,42836.0,5
1,2,1,10,8,4,1,3,1,2,15,9,107090.0,6
2,2,1,5,9,4,1,1,0,0,3,3,11780.0,0
1,0,1,8,21,4,1,0,1,0,12,10,55285.0,2
1,1,1,9,8,6,1,3,1,2,5,5,74963.0,0
3,1,1,9,6,4,1,1,1,1,28,25,10065.0,3
2,2,1,6,21,4,1,1,1,0,25,13,60813.0,12
1,1,1,10,9,4,1,4,1,2,12,8,77104.0,4
0,1,1,5,16,3,1,2,0,2,5,2,25362.0,3
1,0,1,9,0,4,1,3,0,0,12,5,95851.0,7
3,1,1,10,14,4,0,2,4,0,29,24,94695.0,5
2,2,1,7,9,4,1,3,1,0,20,10,74963.0,10
2,1,1,8,2,4,1,2,1,1,7,7,107090.0,0
1,3,1,6,8,4,1,6,1,0,9,8,64254.0,1
2,2,1,9,9,4,1,0,1,1,23,16,44978.0,7
1,0,1,9,9,4,1,5,1,2,19,7,69608.0,12
1,2,1,9,12,0,1,1,1,2,18,10,48190.0,8
2,0,1,9,24,2,1,2,4,2,20,19,111724.0,1
1,2,1,5,18,2,1,3,2,2,12,10,62575.0,2
1,2,1,6,9,4,1,7,1,0,5,8,82459.0,-3
2,1,1,8,12,4,1,5,1,0,20,15,44978.0,5
2,2,1,9,16,4,1,3,1,2,26,20,45220.0,6
1,0,1,5,12,5,1,4,1,0,10,6,64254.0,4
2,1,1,9,2,4,1,2,3,0,18,16,69608.0,2
4,0,1,9,14,3,1,6,6,2,38,36,72843.0,2
1,2,1,9,12,4,1,7,0,0,10,3,26772.0,7
3,1,1,9,12,4,1,1,1,2,30,25,48190.0,5
1,2,1,8,8,4,1,4,1,0,10,7,58899.0,3
2,2,1,5,20,4,1,5,2,2,17,12,74963.0,5
3,1,1,7,11,4,1,6,1,0,28,23,96220.0,5
1,1,1,9,6,4,1,2,1,0,13,10,115028.0,3
4,3,1,7,8,4,1,2,5,1,40,25,58899.0,15
2,1,1,9,1,7,1,3,3,0,20,15,79246.0,5
4,1,1,6,21,4,1,7,1,0,43,42,101356.0,1
1,2,1,10,6,4,1,3,0,0,11,3,71892.0,8
1,1,1,9,20,4,1,2,1,2,8,6,53545.0,2
2,1,1,10,6,4,1,3,2,0,12,11,89722.0,1
2,1,1,9,21,4,1,3,1,0,10,5,59892.0,5
3,1,1,5,13,4,1,0,1,0,36,29,96381.0,7
2,0,1,3,9,4,1,3,1,0,18,15,74963.0,3
2,0,1,1,13,4,1,2,3,2,12,12,74963.0,0
1,1,1,9,21,4,1,0,1,0,11,8,56391.0,3
1,2,1,5,16,4,1,0,1,2,15,10,46467.0,5
3,0,1,8,12,4,1,3,4,2,15,12,42836.0,3
2,0,1,9,12,4,1,2,2,0,15,15,40694.0,0
1,2,1,1,2,4,1,2,0,0,8,3,64254.0,5
1,0,1,9,13,0,1,2,1,2,14,10,53545.0,4
1,2,1,5,5,4,1,4,0,1,12,5,45494.0,7
2,2,1,10,8,4,1,4,4,0,26,22,48190.0,4
1,1,1,4,25,2,1,6,1,1,11,7,200000.0,4
2,2,1,9,9,4,1,2,3,2,21,16,85672.0,5
1,1,1,0,13,4,1,3,1,1,12,10,91026.0,2
1,1,1,8,2,4,0,1,1,0,11,9,107090.0,2
2,2,1,9,9,4,1,3,2,0,10,4,80317.0,6
2,0,1,9,9,4,1,0,3,2,23,20,77104.0,3
1,1,1,9,9,6,1,7,1,2,15,10,117798.0,5
1,1,1,9,9,4,1,0,3,0,16,10,66824.0,6
1,2,1,5,16,4,1,4,1,2,10,8,143557.0,2
1,0,1,5,9,4,1,2,1,2,17,12,81388.0,5
1,2,1,2,15,4,1,2,1,1,11,9,75662.0,2
1,2,1,9,21,4,2,4,2,0,17,12,59892.0,5
2,2,1,6,9,5,1,5,2,0,25,12,85672.0,13
1,2,1,8,21,4,1,3,1,0,9,4,57496.0,5
3,2,1,4,8,4,1,3,4,0,38,25,116728.0,13
4,2,1,9,21,6,1,6,5,0,20,10,87534.0,10
1,2,1,9,5,2,1,5,0,0,10,3,63691.0,7
3,0,1,9,21,4,1,2,1,1,25,25,54633.0,0
2,2,1,9,24,4,1,3,1,0,8,8,136552.0,0
2,1,1,6,8,3,1,2,2,0,18,15,64254.0,3
2,3,1,5,9,4,1,3,2,2,20,11,149925.0,9
2,2,1,5,9,4,1,3,1,2,15,14,139216.0,1
1,0,1,9,15,4,1,0,1,0,8,6,99674.0,2
4,1,1,6,0,4,1,5,6,0,44,41,125597.0,3
2,1,1,6,24,4,1,2,2,1,17,12,74483.0,5
1,2,1,5,23,4,1,2,1,2,10,8,84000.0,2
1,2,1,9,21,4,1,7,2,0,19,12,50862.0,7
2,2,1,9,9,4,0,0,3,2,25,18,107090.0,7
1,1,1,10,9,4,1,7,1,0,13,10,85672.0,3
1,1,1,3,21,4,1,5,1,0,15,8,56280.0,7
1,0,1,9,12,4,2,3,1,2,10,8,17134.0,2
3,0,1,5,9,4,1,5,3,2,26,17,107090.0,9
3,2,1,10,9,4,1,0,2,2,21,19,115657.0,2
2,0,1,9,21,4,1,4,1,0,24,8,64499.0,16
2,2,1,8,9,4,1,5,2,0,20,15,107090.0,5
2,0,1,4,9,4,1,3,1,0,35,25,107090.0,10
1,2,1,5,9,4,1,2,1,0,9,0,51403.0,9
1,1,1,6,9,4,1,2,1,0,10,4,64254.0,6
1,1,1,10,16,4,1,1,0,0,10,5,23926.0,5
2,2,0,4,20,6,1,5,2,0,10,10,107090.0,0
2,0,1,8,20,4,1,4,1,0,11,11,55687.0,0
1,0,1,10,9,6,1,7,1,0,10,7,91026.0,3
2,2,1,5,13,4,1,3,1,0,18,10,62112.0,8
1,2,1,9,13,4,1,2,1,1,9,5,59656.0,4
2,1,1,9,20,4,1,1,1,2,15,10,38552.0,5
1,0,1,9,16,4,1,0,1,0,20,8,23926.0,12
2,2,1,5,9,4,1,3,1,2,16,9,64254.0,7
1,1,1,9,15,4,1,2,1,0,13,9,72490.0,4
1,2,1,7,9,7,1,3,1,0,17,10,115121.0,7
2,1,1,9,12,4,1,5,1,0,13,10,39623.0,3
1,2,1,4,20,4,1,5,2,0,16,11,85672.0,5
1,0,1,8,1,4,1,3,1,0,15,12,91026.0,3
2,0,1,5,9,4,1,1,3,0,25,17,89955.0,8
3,0,1,9,13,4,1,2,1,2,25,20,107090.0,5
2,2,1,5,20,4,1,5,1,1,25,20,107090.0,5
1,2,1,8,6,4,1,5,1,0,9,7,118622.0,2
2,2,1,10,13,2,1,2,4,0,26,21,117798.0,5
3,1,1,9,12,4,0,2,5,2,30,23,96381.0,7
3,2,1,9,9,4,1,2,3,0,35,20,53545.0,15
2,2,1,0,16,4,1,7,3,2,30,17,56227.0,13
1,2,1,9,8,4,1,2,1,0,9,5,50332.0,4
1,1,1,5,13,4,1,3,1,0,14,10,69608.0,4
0,1,1,5,9,4,1,0,1,0,8,6,71193.0,2
2,2,1,9,9,4,1,3,1,0,13,10,71322.0,3
1,3,1,2,9,4,1,7,1,0,14,7,107090.0,7
1,2,1,9,9,4,1,4,1,0,12,6,80317.0,6
2,3,1,9,9,4,1,2,1,2,31,22,69608.0,9
2,2,1,9,8,4,0,1,1,2,12,12,101735.0,0
2,1,1,9,24,5,1,3,4,0,32,24,93104.0,8
2,2,1,5,16,3,0,7,3,2,22,19,95705.0,3
1,0,1,9,6,4,1,2,1,0,10,8,74193.0,2
1,2,1,9,8,2,1,3,1,2,15,9,79246.0,6
2,1,1,5,18,2,0,5,3,2,22,16,112444.0,6
3,2,1,6,12,4,1,3,1,2,35,28,96381.0,7
1,1,1,4,10,4,1,7,1,0,12,8,121169.0,4
2,2,1,5,9,4,1,3,1,2,26,20,107090.0,6
2,0,1,8,8,6,0,7,1,0,12,8,112444.0,4
1,2,1,9,9,4,1,3,1,2,20,8,96381.0,12
2,1,1,9,9,2,1,2,1,2,10,6,85672.0,4
1,1,1,10,1,4,2,2,0,0,11,5,46717.0,6
1,1,1,10,16,4,0,2,1,2,8,7,119631.0,1
1,1,1,5,2,7,1,5,1,0,15,10,40694.0,5
2,2,1,5,16,4,1,2,2,2,15,10,62069.0,5
2,0,1,5,16,4,1,5,3,0,27,20,157913.0,7
2,3,1,5,12,4,1,7,0,2,3,0,28914.0,3
1,1,1,9,9,4,1,1,1,0,13,7,32127.0,6
1,0,1,5,9,4,2,5,1,2,17,6,32662.0,11
1,2,1,8,8,4,1,1,1,1,8,5,21846.0,3
1,2,1,8,8,4,1,0,1,0,8,8,96381.0,0
1,0,1,5,21,4,1,3,1,0,8,5,50678.0,3
0,1,0,0,12,4,1,3,0,0,8,4,39623.0,4
2,2,1,5,21,4,1,7,1,1,25,19,75307.0,6
3,3,0,7,13,6,1,2,6,1,35,35,53545.0,0
2,0,1,3,8,4,1,0,0,2,5,5,35340.0,0
0,0,1,9,6,4,1,2,0,0,12,2,39685.0,10
3,0,1,6,12,4,1,3,3,0,20,13,36410.0,7
1,1,1,9,21,4,0,7,1,0,13,10,58049.0,3
2,2,1,0,16,4,1,3,0,0,5,2,35889.0,3
2,0,1,9,21,4,1,5,2,0,19,14,55285.0,5
2,2,1,8,16,4,1,3,1,2,3,5,52638.0,-2
2,2,1,5,9,4,0,0,4,2,27,22,107090.0,5
2,1,1,9,12,4,1,3,2,2,27,12,53545.0,15
1,2,1,9,16,4,1,5,1,0,20,10,43067.0,10
1,1,1,5,16,4,0,4,1,2,12,10,139216.0,2
2,0,1,6,21,2,1,7,0,0,8,4,69106.0,4
0,0,1,9,16,4,1,2,0,2,14,2,22969.0,12
2,3,1,2,6,4,1,6,1,0,10,6,126818.0,4
2,0,1,8,21,4,1,2,1,2,7,6,49756.0,1
1,2,1,5,8,4,1,5,2,0,17,12,47119.0,5
2,1,1,9,15,4,1,0,1,2,24,16,72490.0,8
3,0,1,9,24,4,1,2,5,2,35,25,105517.0,10
1,1,1,9,16,4,1,2,2,2,15,12,126000.0,3
2,1,1,9,11,4,1,3,1,0,17,10,80184.0,7
2,1,1,9,12,4,1,7,1,0,6,4,28379.0,2
1,1,1,9,12,6,1,3,1,2,15,8,52474.0,7
0,1,1,9,21,4,1,3,1,0,7,2,54649.0,5
1,0,1,9,9,7,1,5,2,0,11,10,62112.0,1
2,2,1,7,9,4,1,7,1,0,23,10,139216.0,13
2,1,1,5,15,4,1,3,1,0,11,8,68141.0,3
2,2,1,9,8,3,1,1,1,2,10,5,46049.0,5
1,2,1,7,9,4,1,3,1,1,12,7,64254.0,5
1,2,1,3,22,4,1,3,1,0,12,6,137770.0,6
1,0,1,9,9,4,0,3,2,0,19,12,117798.0,7
0,1,1,8,0,4,1,5,0,1,10,0,101139.0,10
2,2,1,9,9,4,1,1,1,2,25,20,67466.0,5
1,0,1,9,21,4,1,2,0,1,14,4,32065.0,10
1,1,1,3,10,7,1,3,0,1,12,5,36351.0,7
2,1,1,9,15,4,1,2,1,1,5,5,72490.0,0
3,1,1,9,20,3,1,5,5,0,37,30,96381.0,7
2,1,1,6,12,4,1,1,1,0,26,18,36410.0,8
2,0,1,4,13,4,1,2,2,0,16,11,91026.0,5
2,0,1,9,20,4,1,3,3,2,16,16,55687.0,0
1,2,1,9,12,4,1,1,1,2,10,7,31056.0,3
2,2,1,9,9,4,1,3,1,0,18,13,89955.0,5
0,0,1,9,8,4,1,3,1,0,6,2,53545.0,4
1,2,1,8,10,4,1,4,1,2,7,6,21810.0,1
1,2,1,9,20,4,1,4,1,2,15,9,46049.0,6
1,1,1,9,2,4,1,0,1,0,11,7,42836.0,4
1,1,1,9,13,4,1,5,0,1,13,2,51403.0,11
1,1,1,9,2,4,1,3,0,0,10,3,48190.0,7
1,2,1,5,13,4,1,2,1,0,12,7,67466.0,5
1,2,1,8,6,4,1,1,1,0,9,2,74193.0,7
1,1,1,9,12,3,1,1,1,2,15,6,107090.0,9
2,2,1,9,9,4,1,5,2,0,24,15,85672.0,9
1,0,1,8,16,4,1,5,1,2,16,11,107668.0,5
1,2,1,9,2,4,1,2,1,0,15,3,107090.0,12
2,1,1,9,9,4,1,0,2,2,22,12,72821.0,10
2,1,1,9,21,4,1,5,1,0,18,15,66342.0,3
1,1,1,5,16,7,0,2,2,2,13,11,109103.0,2
2,1,1,9,8,4,1,5,1,1,9,7,50868.0,2
0,2,1,9,17,0,1,1,0,0,9,3,44978.0,6
2,0,1,9,9,4,1,2,1,0,18,15,44978.0,3
2,2,1,9,22,4,1,7,2,0,25,13,132260.0,12
2,2,1,9,16,4,0,3,3,2,25,19,84412.0,6
3,1,1,9,12,6,1,3,4,2,21,21,64254.0,0
1,2,1,5,9,4,2,3,1,0,15,9,56135.0,6
2,2,1,10,8,4,1,2,3,0,13,13,37481.0,0
1,0,1,10,12,4,1,0,1,2,14,9,64254.0,5
2,0,1,3,16,3,1,7,2,2,28,13,53116.0,15
2,0,1,5,9,4,1,3,2,2,22,15,54187.0,7
2,0,1,9,12,4,1,1,0,1,5,4,32127.0,1
2,0,1,9,9,0,1,0,3,0,20,8,48190.0,12
1,1,1,0,24,4,1,5,2,0,16,11,155173.0,5
2,0,1,9,12,4,1,7,1,0,20,15,51403.0,5
3,0,1,10,21,4,1,3,1,2,25,24,73713.0,1
1,1,1,9,13,2,1,7,1,0,15,8,93168.0,7
1,0,1,10,12,4,1,0,1,1,13,8,27843.0,5
2,1,1,9,13,4,1,0,1,1,19,14,74963.0,5
1,1,1,5,2,4,1,4,1,2,20,20,53545.0,0
2,2,1,7,12,7,1,5,3,0,25,16,61041.0,9
1,2,1,5,24,2,1,3,0,0,6,8,62069.0,-2
2,3,1,5,2,7,0,1,3,0,18,12,107090.0,6
1,2,1,1,20,2,1,3,1,2,12,9,61041.0,3
2,1,1,9,9,4,1,1,1,2,13,12,78175.0,1
0,1,1,6,7,4,2,0,1,0,4,2,30842.0,2
1,2,1,9,8,4,1,3,1,0,9,6,48190.0,3
2,1,1,8,24,4,1,0,0,1,5,4,31035.0,1
2,1,1,5,15,4,1,1,3,0,25,20,99674.0,5
2,1,1,5,2,4,0,2,1,0,23,20,107090.0,3
1,1,1,9,24,4,1,0,1,2,10,5,69517.0,5
2,2,1,5,20,4,1,7,2,2,23,15,62647.0,8
2,2,1,9,12,4,1,4,5,0,27,22,85672.0,5
1,1,1,9,24,4,1,7,1,0,7,2,74483.0,5
3,3,1,5,8,0,1,7,4,2,40,24,82459.0,16
1,2,1,5,20,4,1,5,1,2,14,6,96381.0,8
