Age,EdLevel,MainBranch,DevType,Country,Industry,Employment,OrgSize,WorkExp,Worktype,YearsCode,YearsCodePro,Salary,Avgcodepro_time
1,0,1,6,9,4,0,7,1,2,8,5,149925.0,3
1,2,1,9,21,4,1,7,1,0,8,2,64499.0,6
3,1,1,9,25,4,1,6,3,2,20,17,139115.0,3
1,1,1,6,25,4,1,5,2,0,15,11,180000.0,4
2,0,1,5,8,4,1,0,1,2,17,17,27629.0,0
2,0,1,5,5,4,0,0,2,2,21,14,81888.0,7
3,0,1,5,8,5,1,5,4,2,25,22,83530.0,3
3,1,1,9,25,4,1,3,1,1,25,23,170000.0,2
1,2,1,9,8,4,1,7,1,1,11,6,56757.0,5
1,1,1,8,25,4,1,4,1,2,3,2,137500.0,1
1,2,1,9,15,3,1,4,1,1,13,7,72490.0,6
3,2,1,9,25,3,1,5,3,0,29,20,125000.0,9
3,1,1,5,25,3,1,5,4,2,35,25,150000.0,10
0,0,1,9,7,4,1,5,1,0,1,1,44978.0,0
3,1,0,4,25,4,1,7,5,1,31,26,194000.0,5
1,1,1,5,10,4,1,7,1,0,10,6,12117.0,4
2,1,1,9,7,4,1,2,3,0,20,18,80317.0,2
3,2,1,4,24,4,1,5,1,2,28,18,68276.0,10
2,1,1,5,16,5,1,5,2,0,11,10,43067.0,1
2,2,1,9,7,4,1,5,2,0,13,13,64254.0,0
1,1,1,10,23,4,1,3,1,2,12,11,44067.0,1
2,1,1,5,25,4,1,7,3,0,25,20,190000.0,5
0,1,1,9,10,5,1,3,0,0,8,2,23549.0,6
1,2,1,9,21,4,1,5,1,1,11,6,48835.0,5
2,0,1,9,20,4,1,5,2,0,16,14,33198.0,2
2,2,1,9,13,4,1,3,1,0,20,15,128507.0,5
1,0,1,9,25,0,1,3,0,2,5,2,70000.0,3
1,1,1,9,25,4,1,0,1,2,23,14,175000.0,9
3,1,1,8,21,4,1,2,4,0,40,25,69106.0,15
1,1,1,6,22,4,1,6,0,0,7,5,101399.0,2
2,3,1,5,25,7,1,0,1,2,15,7,120000.0,8
1,1,1,9,7,4,1,5,1,0,8,5,53545.0,3
2,2,0,2,9,4,1,7,1,2,28,15,182052.0,13
2,1,1,9,15,4,1,1,2,0,15,12,81552.0,3
1,1,1,9,0,3,1,6,2,0,11,11,102461.0,0
1,1,1,9,25,0,1,2,1,2,14,9,150000.0,5
3,1,1,6,9,4,1,3,1,0,36,24,80317.0,12
3,2,1,6,7,4,1,3,4,1,38,25,80317.0,13
1,0,0,3,19,4,1,4,1,2,6,4,60888.0,2
1,2,1,9,10,4,1,1,1,1,16,10,13934.0,6
1,1,1,5,25,4,1,7,0,1,10,4,200000.0,6
2,2,1,9,15,7,1,2,3,1,28,18,108736.0,10
1,3,0,0,16,6,1,5,3,2,20,16,119631.0,4
1,1,1,5,24,4,1,3,1,0,5,1,50897.0,4
2,1,1,5,19,4,1,3,1,2,15,13,100000.0,2
2,2,1,7,21,4,1,7,2,2,22,12,184283.0,10
2,2,1,1,10,4,0,0,2,0,16,11,29081.0,5
2,2,1,8,19,2,1,7,0,2,7,5,85392.0,2
1,0,1,9,24,4,1,2,2,0,23,12,74483.0,11
2,2,1,10,25,4,1,5,2,2,20,15,185000.0,5
1,1,1,9,6,4,1,0,1,0,16,13,129406.0,3
1,2,1,9,15,2,1,3,0,1,10,7,72490.0,3
1,2,1,6,8,4,1,0,2,1,10,10,53545.0,0
2,1,1,9,25,3,1,4,3,0,20,18,175000.0,2
1,2,1,8,22,4,1,3,1,0,16,8,110216.0,8
1,0,1,5,11,4,1,3,0,2,3,2,43834.0,1
1,2,1,9,9,4,1,5,3,0,18,6,69608.0,12
2,0,0,0,9,4,1,4,4,2,25,25,69608.0,0
1,1,1,5,10,0,1,3,0,0,11,5,30292.0,6
2,1,1,5,18,4,0,3,3,0,20,16,118676.0,4
1,1,0,0,25,4,1,7,0,2,9,3,122000.0,6
1,1,1,6,4,4,1,2,1,0,16,10,127884.0,6
2,3,1,10,0,4,1,5,1,0,10,7,145429.0,3
3,2,1,5,10,4,1,3,5,0,30,27,42409.0,3
1,2,1,2,3,4,1,7,0,0,4,4,22000.0,0
2,2,1,9,7,4,1,3,3,0,23,16,74963.0,7
2,2,1,9,8,4,1,2,1,0,28,18,78175.0,10
4,1,1,6,9,4,1,1,1,1,24,22,71750.0,2
2,0,1,6,9,4,1,2,1,2,26,21,96381.0,5
1,2,1,5,25,4,1,5,1,2,3,3,182000.0,0
1,2,1,6,18,4,1,3,1,2,9,4,64254.0,5
1,1,1,5,20,4,1,2,1,2,9,5,47119.0,4
2,1,1,7,25,4,1,3,3,0,27,20,99000.0,7
1,2,1,9,15,3,1,3,0,0,12,5,67597.0,7
2,0,1,9,4,4,1,1,1,0,5,3,44611.0,2
3,2,1,5,9,4,1,6,1,2,15,10,107090.0,5
4,1,0,2,20,4,1,2,6,2,4,4,53545.0,0
1,2,1,9,8,4,0,0,1,2,10,6,41122.0,4
2,1,1,5,0,4,1,3,5,0,32,20,109071.0,12
2,2,1,5,7,4,1,2,1,0,22,15,69608.0,7
0,1,1,5,0,4,1,7,1,0,12,1,44290.0,11
2,1,1,5,16,4,0,0,3,2,21,18,112444.0,3
4,0,1,5,0,4,1,2,1,0,40,16,66104.0,24
1,0,1,10,21,2,1,2,0,2,8,3,75187.0,5
0,1,1,3,0,4,1,3,0,0,7,5,66104.0,2
1,2,1,5,9,6,1,7,1,0,14,9,107090.0,5
1,0,1,9,5,4,1,5,1,0,17,6,54592.0,11
1,1,1,10,10,4,1,4,1,2,14,10,21810.0,4
0,1,1,5,13,4,1,6,0,0,7,3,44978.0,4
1,0,1,3,0,2,1,5,1,2,10,7,138818.0,3
2,0,1,9,13,4,1,1,1,1,8,7,42836.0,1
3,2,1,0,21,6,1,5,5,0,40,28,83849.0,12
2,2,1,8,9,4,1,4,1,2,10,7,67466.0,3
2,2,1,9,9,4,1,0,3,0,20,12,58899.0,8
1,2,1,7,9,3,1,2,1,0,16,6,74963.0,10
1,0,1,9,16,5,1,4,0,0,12,2,38282.0,10
2,1,1,4,10,2,1,2,3,0,16,18,42409.0,-2
1,2,1,5,11,4,1,2,2,0,14,10,144331.0,4
2,0,1,5,10,2,1,5,1,0,10,5,18175.0,5
2,0,1,5,9,4,1,2,3,2,25,17,85672.0,8
2,2,1,9,20,4,1,2,1,2,15,12,51403.0,3
1,2,1,9,7,4,1,5,2,0,15,12,79246.0,3
1,2,1,8,2,4,1,1,1,1,11,6,64254.0,5
1,1,1,5,9,6,1,3,1,2,10,7,69608.0,3
1,2,1,9,4,4,1,7,1,0,10,6,74351.0,4
2,2,1,9,8,4,1,2,2,0,20,15,32127.0,5
1,2,1,5,16,4,1,0,2,0,15,12,74650.0,3
4,2,1,5,11,4,1,3,1,0,45,38,112257.0,7
1,0,1,7,16,4,1,3,1,1,15,7,37325.0,8
3,2,1,5,20,4,1,2,1,2,32,28,58899.0,4
0,1,1,1,10,4,1,7,0,0,8,4,26657.0,4
3,1,1,9,24,4,1,6,1,2,35,25,80690.0,10
1,0,1,8,18,4,0,2,1,2,9,6,64732.0,3
3,0,1,9,22,6,1,0,4,0,27,24,143281.0,3
2,0,1,9,1,4,1,2,2,1,21,15,68966.0,6
1,2,1,9,6,4,1,2,0,1,8,3,71892.0,5
2,1,1,5,20,4,1,5,1,0,21,15,69073.0,6
1,1,1,5,21,4,1,2,1,1,14,8,55285.0,6
1,0,1,9,13,2,0,7,2,0,16,14,141358.0,2
2,2,1,9,7,4,1,0,2,2,15,10,53545.0,5
1,1,1,9,9,4,1,3,0,0,8,3,62433.0,5
2,1,1,5,9,4,1,3,1,2,9,7,59970.0,2
3,0,1,5,7,4,1,2,5,0,38,27,67466.0,11
2,0,1,3,25,2,1,3,3,2,20,20,175000.0,0
1,2,1,7,9,4,1,3,1,0,16,13,81923.0,3
1,1,1,5,9,4,1,3,1,0,20,14,81388.0,6
1,1,1,9,9,4,1,3,2,0,12,12,57079.0,0
2,1,1,3,8,4,1,2,1,0,18,16,67466.0,2
2,2,1,6,9,4,1,6,1,0,10,12,96381.0,-2
0,1,1,9,0,4,1,3,1,0,7,2,53544.0,5
4,0,1,5,4,2,1,5,3,2,20,20,113014.0,0
2,2,1,6,10,4,1,1,1,2,18,12,30292.0,6
1,2,1,4,5,4,1,4,2,0,17,13,90987.0,4
2,2,1,5,9,1,1,4,3,0,20,20,80317.0,0
1,1,1,5,9,4,1,7,1,0,15,11,182052.0,4
3,1,1,8,8,4,1,2,1,0,10,6,48190.0,4
1,2,1,1,9,2,1,4,1,0,14,9,62112.0,5
2,2,1,5,8,4,0,3,1,2,21,16,139216.0,5
2,3,1,6,13,4,1,2,3,0,16,16,64254.0,0
1,2,1,9,9,4,1,2,1,2,14,8,91026.0,6
1,1,1,5,20,4,1,1,1,0,10,7,64254.0,3
2,2,1,9,5,2,1,7,2,0,18,13,86438.0,5
1,1,1,6,25,4,1,2,1,1,3,2,62000.0,1
1,1,1,8,25,4,1,7,1,0,8,4,150000.0,4
3,2,1,5,9,4,0,7,1,2,32,28,192761.0,4
3,0,1,9,0,4,1,2,1,1,23,20,70070.0,3
0,1,1,9,10,4,1,0,0,0,4,2,36351.0,2
2,1,1,9,10,7,1,3,3,0,20,16,84818.0,4
1,2,1,9,9,2,1,5,1,0,13,8,64254.0,5
2,2,1,9,7,4,1,5,3,0,23,19,53545.0,4
2,1,1,7,1,4,1,5,1,2,26,11,74963.0,15
3,1,1,5,9,4,1,5,1,2,27,25,77104.0,2
2,1,1,10,0,2,1,4,2,2,23,14,132208.0,9
2,2,1,5,6,4,1,3,2,1,25,15,116190.0,10
0,1,1,9,10,4,1,2,1,1,10,2,36351.0,8
1,2,1,9,21,4,1,2,0,0,5,1,42385.0,4
2,1,1,9,0,4,1,5,1,0,23,19,165260.0,4
1,0,1,5,8,4,1,3,1,2,15,10,72821.0,5
1,2,1,6,9,2,1,1,0,0,4,3,64254.0,1
0,0,1,9,1,4,1,3,0,0,8,1,46477.0,7
2,1,1,4,24,4,1,3,1,2,24,12,74483.0,12
4,1,1,9,24,4,1,0,1,2,45,21,136552.0,24
2,1,1,5,11,4,1,3,1,0,13,10,118672.0,3
1,2,1,9,5,4,1,0,1,0,11,6,40944.0,5
0,1,1,5,20,4,1,2,0,1,6,2,25701.0,4
3,1,1,9,24,4,1,5,1,0,28,25,105517.0,3
2,0,1,10,9,5,1,7,2,0,28,14,112444.0,14
2,1,1,5,13,4,1,3,1,0,25,17,76034.0,8
1,2,1,0,21,7,1,4,0,0,11,2,44228.0,9
4,1,1,5,25,4,1,7,6,1,42,26,160000.0,16
1,2,1,9,9,4,1,0,0,0,10,6,53545.0,4
1,1,1,5,0,1,1,5,1,1,10,7,60816.0,3
1,1,1,8,11,4,1,6,1,0,10,10,102635.0,0
2,2,1,8,16,4,1,3,1,2,20,18,62208.0,2
2,2,1,9,12,4,1,2,3,0,29,17,36410.0,12
3,2,1,9,12,7,0,3,3,0,33,20,64254.0,13
1,1,1,8,7,4,1,5,0,0,23,4,65646.0,19
1,1,1,9,8,4,1,1,1,2,4,3,34269.0,1
2,0,1,9,11,2,1,7,2,0,15,14,128294.0,1
1,2,1,9,8,4,1,2,0,0,11,4,50332.0,7
1,1,1,9,2,4,1,2,1,0,10,6,59970.0,4
1,1,1,6,10,4,1,7,1,0,13,9,19387.0,4
2,2,1,9,21,4,1,4,3,2,24,19,60813.0,5
2,0,1,5,4,4,1,3,4,2,30,5,159856.0,25
2,0,1,9,20,4,1,1,5,2,27,25,74963.0,2
2,2,1,9,9,4,1,2,1,1,15,12,96381.0,3
1,2,1,10,9,2,1,2,1,0,13,7,77104.0,6
1,1,1,9,16,4,1,5,0,2,5,2,28711.0,3
1,2,1,5,5,4,1,3,1,1,13,6,54592.0,7
3,1,1,6,7,4,1,3,4,2,24,24,66396.0,0
1,2,1,5,13,4,1,2,1,0,6,6,101735.0,0
1,2,1,8,18,4,0,2,1,2,13,9,26562.0,4
2,0,1,5,12,4,1,2,3,0,21,18,56222.0,3
1,1,1,5,20,4,1,5,1,2,15,9,61041.0,6
3,1,1,3,15,4,1,3,1,1,8,3,57086.0,5
1,1,1,9,21,4,1,4,1,0,8,5,59892.0,3
0,1,1,0,9,4,1,3,0,2,9,5,122082.0,4
2,1,1,5,6,7,1,6,2,0,21,12,132282.0,9
1,2,1,6,8,7,1,2,0,0,8,5,46049.0,3
2,1,1,5,20,4,1,7,2,0,15,12,32127.0,3
1,2,1,9,9,4,1,0,1,2,5,0,48190.0,5
2,2,1,5,9,4,1,4,1,0,25,8,97451.0,17
1,2,1,5,8,4,1,5,1,2,9,5,59970.0,4
3,1,1,8,22,4,1,2,4,0,33,25,198389.0,8
1,2,1,9,25,5,1,2,0,2,7,5,103000.0,2
2,1,1,5,19,4,1,2,1,2,20,16,29702.0,4
2,0,1,9,25,0,1,3,3,2,16,15,173600.0,1
1,0,1,3,4,4,1,7,2,2,20,11,59481.0,9
1,2,1,9,24,4,1,5,1,1,14,10,68276.0,4
2,2,1,9,9,4,1,2,1,1,16,7,68537.0,9
3,0,1,6,13,4,1,2,1,0,38,37,73892.0,1
0,2,1,9,8,2,1,2,0,0,7,3,64254.0,4
0,0,1,6,12,4,1,3,0,2,4,1,25701.0,3
1,1,1,4,13,4,1,6,1,2,15,11,144571.0,4
1,1,1,10,13,4,1,6,1,0,11,6,77104.0,5
1,0,1,8,12,4,1,2,1,0,13,10,34269.0,3
2,2,1,9,9,4,0,1,3,0,19,15,128507.0,4
2,1,1,5,17,4,1,3,2,0,16,12,85672.0,4
2,1,1,9,24,4,1,6,2,2,16,13,70759.0,3
1,0,1,5,0,2,1,7,0,0,10,3,95851.0,7
0,0,1,6,4,4,1,7,1,2,8,2,53533.0,6
2,2,1,9,9,4,1,2,1,0,22,10,74963.0,12
1,1,1,9,17,2,1,5,0,1,8,4,46049.0,4
1,1,1,5,24,2,1,5,0,0,5,4,105517.0,1
1,2,1,6,9,4,2,3,1,0,16,6,50332.0,10
1,1,1,1,25,4,1,1,1,0,10,7,110000.0,3
1,2,1,0,23,4,0,4,2,0,19,12,90000.0,7
1,2,1,5,25,4,1,2,1,2,11,6,180000.0,5
3,1,1,5,14,4,1,5,6,0,38,32,64951.0,6
2,1,1,3,7,4,1,3,1,0,24,16,65325.0,8
2,2,1,5,5,4,0,2,3,0,27,20,90987.0,7
1,2,1,9,8,4,1,2,1,0,17,9,48190.0,8
1,1,1,5,10,4,1,5,0,0,13,5,32716.0,8
2,2,1,9,19,2,1,5,2,0,15,13,61878.0,2
3,1,1,5,1,4,1,2,1,2,33,30,70679.0,3
2,0,1,9,1,4,1,0,1,2,25,20,79246.0,5
0,0,1,5,20,4,1,0,1,0,6,3,23560.0,3
3,2,1,5,15,3,1,1,4,0,17,20,90613.0,-3
3,0,1,9,22,4,1,0,1,0,33,26,165324.0,7
1,2,1,5,8,4,1,3,1,0,8,5,48190.0,3
1,1,1,9,1,4,1,4,0,0,14,4,55687.0,10
0,0,1,9,2,7,1,2,0,1,6,1,28914.0,5
1,1,1,5,13,4,1,5,0,0,9,5,69608.0,4
2,0,1,8,15,2,1,3,3,0,16,16,73396.0,0
2,3,1,7,19,4,1,3,1,0,17,15,44552.0,2
1,0,1,9,18,4,0,2,1,2,13,13,144000.0,0
1,0,1,8,16,4,1,5,1,0,15,10,38282.0,5
1,2,1,9,2,4,1,7,1,0,18,12,74963.0,6
1,2,1,9,24,4,1,2,1,0,5,4,55862.0,1
1,1,1,9,20,4,1,3,1,2,8,7,41229.0,1
4,2,1,9,9,4,1,0,6,0,40,30,91026.0,10
1,2,1,1,5,4,1,2,1,0,10,6,40944.0,4
1,1,1,4,0,4,1,3,1,2,10,5,132208.0,5
1,2,1,9,9,7,1,7,1,0,12,5,74963.0,7
4,1,1,9,0,4,1,5,1,0,45,37,99156.0,8
2,1,1,9,22,4,1,2,1,2,20,15,110216.0,5
0,2,1,9,8,3,1,2,0,0,8,1,44978.0,7
3,1,1,5,19,2,1,5,4,0,25,24,74254.0,1
1,1,1,6,10,4,1,3,1,0,9,8,24234.0,1
1,2,1,9,24,2,1,7,1,1,18,9,155173.0,9
2,2,1,9,18,4,0,0,3,2,30,16,107090.0,14
3,1,1,9,9,4,1,6,4,2,25,23,165989.0,2
2,2,1,5,9,4,2,3,1,0,12,6,58899.0,6
2,2,1,9,8,7,1,5,1,0,15,10,53545.0,5
2,2,1,5,12,4,1,1,1,2,17,9,34269.0,8
1,1,1,6,9,7,1,3,2,0,15,11,59970.0,4
1,2,1,2,21,4,1,2,1,0,11,6,61919.0,5
1,2,1,5,8,4,1,3,1,0,15,12,57828.0,3
1,2,1,10,1,4,1,2,0,0,11,5,49475.0,6
1,3,1,1,12,4,1,7,1,0,10,0,42836.0,10
1,0,1,9,1,4,0,6,1,0,8,3,53545.0,5
2,1,1,3,11,4,1,3,1,0,13,11,133640.0,2
2,1,1,9,7,4,1,2,1,1,10,10,57828.0,0
1,1,1,5,5,4,1,1,1,1,13,7,33847.0,6
2,1,1,9,8,4,1,2,1,0,26,24,57828.0,2
2,0,1,5,24,4,1,3,1,2,20,9,78207.0,11
2,0,1,9,21,7,1,7,4,0,5,3,52060.0,2
4,2,1,5,2,7,2,3,6,0,40,30,107090.0,10
2,1,1,9,8,4,0,3,2,0,17,14,51403.0,3
1,1,1,9,15,7,1,6,1,0,7,6,117797.0,1
1,0,1,4,21,2,1,2,1,0,10,8,60813.0,2
1,2,1,9,15,4,1,0,0,1,12,2,40776.0,10
4,1,1,9,25,4,1,2,1,2,37,35,140000.0,2
2,2,1,5,10,4,1,3,1,0,13,11,54526.0,2
1,1,1,9,15,4,1,2,0,1,8,5,69319.0,3
3,1,1,9,24,4,1,7,1,0,25,8,124138.0,17
1,0,1,9,9,4,1,3,1,0,11,8,85672.0,3
0,1,1,9,9,4,1,1,1,1,3,2,51403.0,1
2,0,1,9,20,4,1,7,0,2,3,2,37481.0,1
1,1,1,9,10,4,1,3,1,1,9,5,16964.0,4
2,0,1,0,9,5,1,2,3,0,25,19,69608.0,6
1,2,1,8,5,2,0,0,1,2,15,10,42309.0,5
1,1,1,5,5,4,1,4,1,0,4,4,60052.0,0
1,1,1,5,9,4,1,2,2,0,16,13,128507.0,3
0,0,1,8,16,4,1,3,0,2,9,5,125000.0,4
3,1,0,4,25,4,1,5,1,2,27,23,162000.0,4
1,2,1,5,6,7,1,6,1,0,10,5,101800.0,5
3,1,1,9,24,4,1,1,1,0,30,26,55862.0,4
1,2,1,9,2,4,1,1,1,2,11,6,64254.0,5
2,0,1,9,15,4,1,0,3,0,31,20,63429.0,11
2,2,1,9,15,4,1,4,1,0,20,12,104205.0,8
0,0,1,9,1,7,1,4,0,0,5,3,44978.0,2
2,1,1,9,22,4,1,2,1,1,23,19,130055.0,4
1,1,1,5,10,4,1,5,2,2,14,13,66643.0,1
3,2,1,9,11,4,1,5,1,0,35,25,96220.0,10
1,1,1,1,4,4,1,4,1,2,10,8,74351.0,2
1,1,1,9,9,4,1,5,1,2,15,8,109231.0,7
1,2,1,5,8,4,1,1,1,0,13,8,53545.0,5
1,1,1,5,23,6,1,3,0,0,5,5,80317.0,0
2,2,1,9,21,4,1,2,3,0,22,18,55930.0,4
2,2,1,9,8,0,1,7,3,2,18,13,59970.0,5
2,0,1,5,21,4,1,2,1,1,5,3,39805.0,2
2,1,1,9,1,4,1,5,1,0,10,5,81388.0,5
2,1,1,9,15,5,1,3,2,0,18,14,50743.0,4
2,1,1,5,9,4,2,3,3,2,21,17,61919.0,4
1,1,1,5,13,4,1,2,1,0,10,6,58899.0,4
3,1,1,5,21,4,1,3,4,0,29,23,99513.0,6
2,0,1,9,24,4,1,5,2,2,15,15,80690.0,0
1,1,1,1,10,4,1,7,1,0,8,8,26657.0,0
2,0,1,9,21,4,0,3,3,2,20,17,64499.0,3
2,3,1,9,17,4,1,1,3,0,7,4,32127.0,3
2,2,1,5,24,4,1,1,2,0,14,11,99311.0,3
0,2,0,1,24,4,1,4,1,1,6,2,45931.0,4
3,2,1,6,24,4,1,7,5,0,32,28,76966.0,4
2,1,1,9,12,4,1,3,4,0,27,22,48190.0,5
1,2,1,5,24,2,1,4,0,0,14,4,167587.0,10
2,3,1,9,21,4,0,0,3,2,23,18,56391.0,5
2,2,1,7,12,4,1,7,1,1,23,15,76569.0,8
1,1,1,9,24,5,1,3,1,2,11,7,55862.0,4
1,2,1,9,9,4,2,3,0,0,14,3,47655.0,11
2,3,1,10,19,4,1,0,1,1,15,13,25989.0,2
3,2,1,9,13,4,1,2,5,0,32,25,102806.0,7
1,1,1,9,5,4,1,2,1,0,8,7,43674.0,1
2,1,1,4,13,2,1,7,3,0,24,18,160634.0,6
1,2,1,9,9,4,1,0,3,2,20,10,74213.0,10
2,1,1,9,13,6,1,1,3,0,25,17,94239.0,8
2,2,1,9,12,4,1,0,1,0,10,5,49261.0,5
1,1,1,9,13,4,1,1,1,0,14,10,74963.0,4
1,0,1,9,13,4,1,2,1,0,9,8,66396.0,1
1,0,1,9,25,4,1,1,1,2,13,10,116000.0,3
1,0,1,9,11,4,1,4,0,0,4,4,74838.0,0
1,1,1,6,9,4,1,2,1,2,8,6,74963.0,2
1,2,1,9,8,2,1,4,0,0,7,5,160634.0,2
1,3,1,10,12,4,1,0,2,1,20,9,32127.0,11
2,2,1,5,9,4,0,2,2,2,18,12,96381.0,6
2,2,1,5,11,2,1,3,0,2,4,3,96220.0,1
3,2,1,5,12,4,0,7,4,2,35,23,80317.0,12
2,1,1,9,8,6,1,2,3,0,25,18,79675.0,7
1,3,1,9,24,4,1,2,1,0,8,4,70759.0,4
0,1,1,5,9,4,1,3,0,1,5,0,53598.0,5
1,1,1,5,6,4,1,2,0,0,7,4,65566.0,3
3,1,1,6,24,7,0,5,4,0,25,22,173793.0,3
1,0,1,9,13,4,1,2,0,0,8,5,62455.0,3
1,2,1,5,18,4,1,7,0,2,13,5,72500.0,8
1,1,1,9,13,4,1,2,1,0,11,8,69608.0,3
0,2,1,7,24,4,1,2,0,0,2,0,45931.0,2
1,1,1,9,16,4,2,1,0,0,6,3,10049.0,3
3,2,1,4,24,2,1,7,5,0,43,29,124138.0,14
1,2,1,1,25,7,1,5,2,2,10,10,150000.0,0
1,1,1,5,19,4,1,3,0,2,14,5,28433.0,9
1,2,1,9,1,4,1,1,0,0,12,4,38552.0,8
2,2,1,9,9,4,0,0,3,2,25,20,53545.0,5
1,2,1,9,9,4,1,3,0,2,11,4,81388.0,7
1,0,1,5,13,4,1,5,2,2,18,12,96381.0,6
2,1,1,3,10,4,1,7,3,2,22,18,121169.0,4
2,1,1,9,24,4,1,5,2,0,32,12,71379.0,20
2,1,1,9,16,4,1,3,2,2,20,12,89005.0,8
0,2,1,9,24,4,1,3,0,0,4,3,57724.0,1
1,0,1,9,1,4,1,0,1,2,10,3,48190.0,7
1,1,1,9,21,4,1,2,1,0,17,9,42569.0,8
1,1,1,9,13,4,1,1,1,1,11,6,56757.0,5
1,1,1,8,24,4,1,3,1,2,15,11,105517.0,4
2,1,1,8,18,4,1,3,1,0,28,19,12946.0,9
1,2,1,0,8,4,1,7,2,0,16,11,128507.0,5
4,1,1,5,24,4,1,6,1,0,28,24,88138.0,4
0,0,1,5,12,2,1,3,0,0,12,4,48190.0,8
2,1,1,9,2,4,1,2,2,0,20,12,64254.0,8
1,2,1,5,10,4,1,2,0,2,12,5,25445.0,7
2,2,1,5,22,7,2,7,3,0,20,12,143281.0,8
1,3,1,5,6,4,1,3,1,1,18,6,108701.0,12
2,1,1,9,7,4,1,3,2,2,21,17,78175.0,4
3,0,1,5,0,4,1,2,1,0,33,32,102461.0,1
1,1,1,5,10,3,1,2,2,2,18,11,29081.0,7
0,1,1,9,24,4,1,0,1,0,8,0,37241.0,8
2,2,1,10,9,4,1,3,2,2,15,10,85672.0,5
3,2,1,5,8,4,2,4,2,2,20,15,50332.0,5
0,0,1,9,9,4,1,7,0,0,5,3,49506.0,2
2,2,1,9,20,4,1,0,2,2,15,10,144571.0,5
1,1,1,10,10,4,1,1,1,2,11,7,21810.0,4
3,2,1,3,12,4,1,4,1,0,27,20,37481.0,7
1,0,1,9,9,4,1,2,2,0,12,9,55687.0,3
1,1,1,9,10,2,1,5,1,2,9,9,16964.0,0
2,1,1,5,24,2,1,3,3,2,21,17,65793.0,4
1,1,1,9,20,4,1,4,0,0,8,3,38552.0,5
3,2,1,6,6,4,1,0,1,1,40,29,25881.0,11
1,2,1,5,10,4,1,7,2,0,19,12,84818.0,7
1,1,1,5,21,4,1,5,1,0,12,7,50678.0,5
0,0,1,8,9,4,1,4,0,2,9,2,58899.0,7
1,1,1,3,10,4,0,2,1,2,10,7,78760.0,3
1,2,1,9,23,4,1,2,1,0,9,8,43389.0,1
1,1,1,5,12,6,1,5,0,0,12,5,55687.0,7
1,1,1,5,16,4,1,3,0,2,6,4,107668.0,2
4,2,1,8,13,4,1,3,6,0,40,39,96381.0,1
3,1,1,9,6,4,1,2,4,0,25,23,86271.0,2
1,2,1,2,13,4,1,5,1,0,16,8,77104.0,8
2,3,1,9,1,4,2,0,1,0,10,7,42836.0,3
2,2,1,9,16,6,1,3,4,2,28,23,62208.0,5
2,2,1,9,21,4,1,3,2,1,20,11,70765.0,9
1,0,1,9,22,2,2,1,3,0,17,10,110216.0,7
2,2,1,5,15,4,1,2,2,0,20,15,86082.0,5
1,2,1,2,1,4,1,5,1,0,7,5,74963.0,2
2,1,1,5,13,4,1,2,1,0,16,11,55687.0,5
1,1,1,5,8,6,1,3,1,0,14,7,64704.0,7
1,2,1,9,8,4,1,2,0,0,12,2,42836.0,10
3,0,1,5,9,2,1,2,4,0,30,30,82459.0,0
2,1,1,9,11,4,1,5,1,0,15,12,147004.0,3
1,0,1,9,2,4,1,0,0,0,5,3,25059.0,2
1,0,1,9,9,7,1,3,1,1,10,7,42836.0,3
1,0,1,5,4,4,1,1,0,2,10,3,44611.0,7
1,1,1,9,0,4,1,1,2,2,22,13,99156.0,9
3,0,1,9,15,4,1,1,1,1,23,12,45306.0,11
2,0,1,6,5,4,1,2,2,2,15,12,22747.0,3
3,0,1,6,20,4,1,3,4,0,30,25,44978.0,5
3,1,1,8,9,4,1,6,1,0,12,8,49261.0,4
1,2,1,5,6,2,1,3,1,0,9,6,79082.0,3
2,2,1,5,16,2,1,3,3,2,20,16,76564.0,4
0,1,1,5,8,7,1,3,0,0,7,4,34269.0,3
1,2,1,9,13,4,0,0,1,1,15,7,91026.0,8
1,0,1,8,21,5,1,2,0,0,5,3,59155.0,2
1,1,1,9,1,4,1,0,1,0,6,5,69608.0,1
1,1,1,9,9,4,1,1,0,0,8,5,56757.0,3
2,1,1,9,9,4,1,2,2,1,17,14,154303.0,3
2,1,1,9,24,6,1,1,3,0,28,20,44690.0,8
1,0,1,5,21,4,1,3,1,0,5,3,55285.0,2
2,2,1,5,8,2,1,2,4,2,25,22,140000.0,3
1,1,1,10,23,4,1,3,1,2,17,10,45559.0,7
2,2,1,9,20,4,2,0,3,2,18,14,24631.0,4
2,2,1,4,8,4,1,2,1,0,18,12,91026.0,6
2,1,1,5,1,4,1,3,2,2,16,10,160634.0,6
0,1,1,6,13,7,1,2,0,1,6,1,43425.0,5
3,0,1,5,21,4,1,2,1,0,30,25,88456.0,5
2,2,1,5,9,4,1,7,3,2,22,16,103877.0,6
2,1,1,6,24,4,1,4,1,2,20,15,52138.0,5
0,1,1,9,6,4,1,0,0,2,9,4,130000.0,5
2,1,1,8,18,4,1,5,1,2,4,4,26772.0,0
1,0,1,6,19,4,1,1,2,0,18,9,37127.0,9
1,0,1,8,16,4,0,2,0,2,6,5,85672.0,1
2,2,1,9,9,4,0,0,1,2,25,23,139216.0,2
1,0,1,9,9,4,1,1,1,2,17,10,58899.0,7
